Amount,Classification_Tag,Status,Year,Month,Day,Hour,DayOfWeek
299.72,Withdrawals,Cancelled,2024,1,24,18,Wednesday
24.21,Card_Payments,Completed,2024,1,19,14,Friday
2187.45,Card_Payments,Cancelled,2024,2,7,23,Wednesday
519.69,Card_Payments,Completed,2024,1,16,11,Tuesday
2830.31,Bill_Payments,Completed,2024,1,24,2,Wednesday
3442.53,Pre_Funding,Completed,2024,1,5,2,Friday
17.1,Withdrawals,Completed,2024,2,20,12,Tuesday
3420.99,Withdrawals,Completed,2024,2,6,15,Tuesday
42.62,Transfers,Completed,2024,2,13,21,Tuesday
271.85,Transfers,Completed,2024,1,19,6,Friday
1738.06,Card_Payments,Completed,2024,2,17,13,Saturday
31.96,Transfers,Completed,2024,1,5,7,Friday
419.9,Pre_Funding,Completed,2024,1,19,20,Friday
4125.62,Transfers,Pending,2024,2,25,12,Sunday
846.65,Card_Payments,Completed,2024,2,24,4,Saturday
2441.92,Withdrawals,Completed,2024,2,29,0,Thursday
14199.87,Pre_Funding,Completed,2024,1,3,22,Wednesday
405.84,Card_Payments,Pending,2024,2,23,2,Friday
4633.79,Bill_Payments,Pending,2024,2,25,15,Sunday
42.53,Transfers,Completed,2024,2,8,14,Thursday
18707.91,Transfers,Pending,2024,1,7,20,Sunday
4508.88,Transfers,Completed,2024,2,9,5,Friday
1258.79,Withdrawals,Completed,2024,1,19,20,Friday
3129.66,Withdrawals,Completed,2024,2,17,23,Saturday
49.45,Card_Payments,Completed,2024,1,16,5,Tuesday
2068.78,Pre_Funding,Completed,2024,2,29,19,Thursday
13663.6,Bill_Payments,Completed,2024,2,18,12,Sunday
806.07,Withdrawals,Pending,2024,1,18,2,Thursday
43.15,Withdrawals,Completed,2024,1,26,0,Friday
3707.41,Withdrawals,Completed,2024,1,24,10,Wednesday
2192.82,Withdrawals,Completed,2024,1,10,22,Wednesday
9815.61,Bill_Payments,Completed,2024,1,28,18,Sunday
2107.51,Bill_Payments,Completed,2024,1,5,23,Friday
2002.72,Transfers,Completed,2024,1,17,9,Wednesday
4642.03,Card_Payments,Chargeback,2024,2,10,4,Saturday
4734.47,Transfers,Completed,2024,1,21,4,Sunday
2623.91,Pre_Funding,Completed,2024,2,12,10,Monday
4212.87,Bill_Payments,Completed,2024,1,2,1,Tuesday
841.72,Bill_Payments,Completed,2024,2,1,21,Thursday
1591.66,Withdrawals,Completed,2024,2,14,22,Wednesday
3806.17,Withdrawals,Completed,2024,1,21,23,Sunday
3121.91,Transfers,Completed,2024,2,19,1,Monday
390.45,Card_Payments,Completed,2024,1,16,11,Tuesday
2629.53,Transfers,Pending,2024,1,31,16,Wednesday
21.38,Card_Payments,Completed,2024,1,31,12,Wednesday
3505.82,Withdrawals,Pending,2024,1,28,9,Sunday
103.04,Bill_Payments,Completed,2024,1,27,9,Saturday
3059.27,Transfers,Completed,2024,1,19,14,Friday
1141.61,Withdrawals,Refunded,2024,1,23,2,Tuesday
1093.45,Card_Payments,Completed,2024,2,17,1,Saturday
4253.86,Withdrawals,Pending,2024,2,10,7,Saturday
2342.03,Transfers,Completed,2024,1,8,16,Monday
3362.4,Card_Payments,Completed,2024,2,27,23,Tuesday
6084.65,Withdrawals,Completed,2024,2,4,10,Sunday
3827.93,Transfers,Completed,2024,1,30,7,Tuesday
4743.93,Bill_Payments,Completed,2024,2,20,6,Tuesday
3770.38,Transfers,Completed,2024,2,22,15,Thursday
350.63,Bill_Payments,Pending,2024,2,12,7,Monday
45.43,Pre_Funding,Cancelled,2024,1,16,8,Tuesday
4717.46,Bill_Payments,Completed,2024,1,1,12,Monday
12352.37,Transfers,Completed,2024,2,15,22,Thursday
2203.2,Pre_Funding,Completed,2024,2,12,18,Monday
3959.2,Card_Payments,Completed,2024,2,10,23,Saturday
31.33,Withdrawals,Completed,2024,1,1,19,Monday
2320.27,Pre_Funding,Completed,2024,2,9,5,Friday
17.01,Withdrawals,Completed,2024,1,12,2,Friday
2269.84,Withdrawals,Cancelled,2024,1,12,6,Friday
3335.94,Transfers,Refunded,2024,2,3,3,Saturday
648.95,Withdrawals,Pending,2024,2,10,11,Saturday
3316.76,Pre_Funding,Completed,2024,2,29,23,Thursday
3070.72,Bill_Payments,Completed,2024,2,28,20,Wednesday
6652.37,Withdrawals,Completed,2024,1,1,0,Monday
4930.88,Transfers,Completed,2024,1,22,21,Monday
3949.14,Card_Payments,Completed,2024,2,2,9,Friday
6346.06,Card_Payments,Completed,2024,1,27,13,Saturday
2266.34,Card_Payments,Completed,2024,1,3,9,Wednesday
4860.62,Card_Payments,Completed,2024,2,6,21,Tuesday
860.91,Card_Payments,Refunded,2024,1,13,8,Saturday
1126.9,Card_Payments,Completed,2024,2,3,8,Saturday
3971.99,Withdrawals,Completed,2024,2,14,3,Wednesday
5168.96,Pre_Funding,Completed,2024,1,11,12,Thursday
7872.24,Bill_Payments,Completed,2024,1,13,6,Saturday
9147.47,Card_Payments,Pending,2024,1,20,6,Saturday
2404.49,Transfers,Completed,2024,1,14,8,Sunday
7193.04,Bill_Payments,Cancelled,2024,1,3,22,Wednesday
7942.7,Pre_Funding,Completed,2024,1,21,1,Sunday
818.2,Card_Payments,Completed,2024,2,17,15,Saturday
1257.83,Transfers,Completed,2024,2,28,6,Wednesday
2507.67,Withdrawals,Completed,2024,1,22,3,Monday
817.77,Bill_Payments,Completed,2024,2,3,2,Saturday
908.55,Transfers,Refunded,2024,1,28,21,Sunday
2416.87,Bill_Payments,Completed,2024,1,4,2,Thursday
7460.44,Bill_Payments,Pending,2024,1,10,9,Wednesday
4645.43,Card_Payments,Completed,2024,2,4,9,Sunday
8391.76,Transfers,Completed,2024,2,17,12,Saturday
6042.95,Transfers,Completed,2024,1,20,10,Saturday
8427.45,Withdrawals,Cancelled,2024,1,24,21,Wednesday
1835.09,Pre_Funding,Pending,2024,1,3,17,Wednesday
4683.34,Bill_Payments,Pending,2024,2,16,11,Friday
6431.36,Pre_Funding,Completed,2024,2,17,12,Saturday
1345.03,Transfers,Cancelled,2024,2,8,9,Thursday
5859.03,Bill_Payments,Chargeback,2024,2,1,12,Thursday
6450.24,Withdrawals,Completed,2024,1,24,1,Wednesday
4899.86,Card_Payments,Completed,2024,2,29,9,Thursday
7819.7,Withdrawals,Completed,2024,2,14,10,Wednesday
4685.2,Withdrawals,Pending,2024,1,18,21,Thursday
1210.43,Bill_Payments,Cancelled,2024,2,22,14,Thursday
7958.73,Bill_Payments,Completed,2024,1,25,6,Thursday
9483.48,Pre_Funding,Completed,2024,1,11,18,Thursday
260.19,Transfers,Completed,2024,2,11,23,Sunday
9555.12,Bill_Payments,Completed,2024,1,13,19,Saturday
253.62,Withdrawals,Completed,2024,2,13,6,Tuesday
1649.91,Pre_Funding,Completed,2024,2,18,9,Sunday
2491.28,Transfers,Completed,2024,1,1,2,Monday
3273.88,Withdrawals,Completed,2024,1,12,12,Friday
307.11,Transfers,Completed,2024,2,7,1,Wednesday
1790.37,Pre_Funding,Completed,2024,1,17,1,Wednesday
4514.56,Withdrawals,Pending,2024,2,25,9,Sunday
8290.93,Bill_Payments,Completed,2024,1,12,13,Friday
6001.98,Bill_Payments,Completed,2024,2,1,3,Thursday
1431.17,Card_Payments,Refunded,2024,2,27,18,Tuesday
2376.82,Pre_Funding,Completed,2024,2,3,1,Saturday
3528.42,Transfers,Completed,2024,1,24,4,Wednesday
6324.53,Withdrawals,Pending,2024,1,24,21,Wednesday
166.11,Transfers,Completed,2024,2,17,3,Saturday
5187.61,Transfers,Cancelled,2024,2,18,5,Sunday
8077.23,Transfers,Pending,2024,2,9,16,Friday
7655.07,Card_Payments,Completed,2024,2,16,4,Friday
7268.87,Card_Payments,Completed,2024,2,23,12,Friday
4682.59,Card_Payments,Completed,2024,1,25,12,Thursday
3441.88,Withdrawals,Completed,2024,3,1,10,Friday
7286.3,Card_Payments,Pending,2024,2,3,5,Saturday
8257.51,Transfers,Completed,2024,2,10,14,Saturday
5320.77,Bill_Payments,Completed,2024,2,13,22,Tuesday
6726.63,Bill_Payments,Completed,2024,1,4,6,Thursday
8849.72,Card_Payments,Completed,2024,1,31,16,Wednesday
4648.75,Card_Payments,Cancelled,2024,1,16,0,Tuesday
9367.13,Bill_Payments,Completed,2024,1,29,16,Monday
2152.45,Pre_Funding,Completed,2024,2,21,12,Wednesday
9639.44,Pre_Funding,Completed,2024,2,18,17,Sunday
8447.93,Bill_Payments,Completed,2024,1,17,6,Wednesday
6656.17,Pre_Funding,Pending,2024,1,20,7,Saturday
9949.57,Card_Payments,Completed,2024,2,12,7,Monday
8155.31,Pre_Funding,Completed,2024,2,5,12,Monday
5311.84,Pre_Funding,Completed,2024,1,20,9,Saturday
1787.57,Withdrawals,Completed,2024,2,1,18,Thursday
7554.7,Transfers,Refunded,2024,2,11,4,Sunday
7990.15,Withdrawals,Completed,2024,2,7,11,Wednesday
5904.55,Withdrawals,Completed,2024,1,17,7,Wednesday
3710.08,Pre_Funding,Completed,2024,1,16,7,Tuesday
7014.28,Card_Payments,Completed,2024,1,18,0,Thursday
1358.45,Card_Payments,Completed,2024,2,24,19,Saturday
8232.94,Transfers,Completed,2024,2,22,23,Thursday
1869.41,Bill_Payments,Completed,2024,1,28,0,Sunday
467.58,Transfers,Completed,2024,2,21,12,Wednesday
3885.93,Transfers,Completed,2024,2,14,8,Wednesday
1586.97,Card_Payments,Completed,2024,2,19,13,Monday
8712.71,Bill_Payments,Chargeback,2024,1,8,2,Monday
889.06,Card_Payments,Completed,2024,1,7,8,Sunday
4812.38,Bill_Payments,Completed,2024,1,24,23,Wednesday
2383.4,Withdrawals,Cancelled,2024,2,20,23,Tuesday
7171.16,Card_Payments,Completed,2024,1,29,13,Monday
1819.92,Bill_Payments,Cancelled,2024,1,23,19,Tuesday
4323.43,Pre_Funding,Chargeback,2024,2,28,4,Wednesday
636.96,Bill_Payments,Completed,2024,2,24,18,Saturday
5419.58,Bill_Payments,Completed,2024,2,27,5,Tuesday
5704.61,Card_Payments,Completed,2024,2,7,20,Wednesday
2584.31,Bill_Payments,Completed,2024,1,3,1,Wednesday
55.35,Card_Payments,Completed,2024,1,31,21,Wednesday
2834.25,Transfers,Pending,2024,1,4,1,Thursday
2844.04,Card_Payments,Pending,2024,2,24,7,Saturday
932.44,Withdrawals,Completed,2024,2,13,12,Tuesday
380.86,Withdrawals,Completed,2024,2,27,11,Tuesday
5919.22,Pre_Funding,Completed,2024,2,20,18,Tuesday
222.57,Card_Payments,Cancelled,2024,2,1,21,Thursday
5581.76,Transfers,Completed,2024,2,1,21,Thursday
9581.76,Transfers,Pending,2024,2,25,9,Sunday
5716.1,Transfers,Refunded,2024,1,11,17,Thursday
5326.9,Card_Payments,Completed,2024,1,19,18,Friday
1923.54,Pre_Funding,Pending,2024,1,31,1,Wednesday
9747.53,Card_Payments,Completed,2024,1,29,0,Monday
7682.72,Bill_Payments,Completed,2024,2,8,20,Thursday
6364.1,Bill_Payments,Completed,2024,2,16,4,Friday
1088.87,Card_Payments,Completed,2024,2,5,11,Monday
5725.33,Transfers,Completed,2024,2,12,7,Monday
8642.34,Transfers,Completed,2024,2,22,2,Thursday
140.24,Transfers,Completed,2024,1,23,23,Tuesday
5083.26,Bill_Payments,Completed,2024,2,19,1,Monday
7561.44,Bill_Payments,Completed,2024,1,28,18,Sunday
4482.97,Card_Payments,Completed,2024,1,31,19,Wednesday
1953.15,Withdrawals,Pending,2024,1,6,1,Saturday
8900.78,Bill_Payments,Completed,2024,1,31,23,Wednesday
6994.12,Withdrawals,Chargeback,2024,1,17,23,Wednesday
155.39,Withdrawals,Completed,2024,1,20,7,Saturday
6617.57,Withdrawals,Pending,2024,2,14,16,Wednesday
6881.05,Card_Payments,Completed,2024,3,1,17,Friday
9890.62,Pre_Funding,Pending,2024,1,9,4,Tuesday
7735.37,Withdrawals,Completed,2024,2,16,2,Friday
2801.02,Card_Payments,Completed,2024,2,28,0,Wednesday
324.25,Transfers,Chargeback,2024,1,21,13,Sunday
31.13,Pre_Funding,Completed,2024,1,23,12,Tuesday
3076.04,Card_Payments,Completed,2024,2,7,19,Wednesday
8144.55,Pre_Funding,Completed,2024,1,22,4,Monday
6273.85,Transfers,Completed,2024,1,21,2,Sunday
461.65,Bill_Payments,Completed,2024,2,28,0,Wednesday
7688.72,Card_Payments,Completed,2024,1,20,3,Saturday
1736.36,Bill_Payments,Completed,2024,1,21,2,Sunday
4002.68,Card_Payments,Completed,2024,2,2,11,Friday
2375.79,Withdrawals,Completed,2024,2,2,11,Friday
2409.42,Transfers,Completed,2024,1,2,6,Tuesday
696.37,Pre_Funding,Cancelled,2024,2,15,17,Thursday
3856.56,Bill_Payments,Completed,2024,2,11,23,Sunday
7042.46,Withdrawals,Completed,2024,1,22,11,Monday
3098.6,Bill_Payments,Completed,2024,2,23,6,Friday
5609.99,Bill_Payments,Completed,2024,2,18,17,Sunday
6182.65,Withdrawals,Pending,2024,2,23,0,Friday
5826.62,Transfers,Completed,2024,2,24,7,Saturday
8205.42,Pre_Funding,Refunded,2024,2,15,5,Thursday
6838.88,Card_Payments,Pending,2024,1,12,22,Friday
2324.44,Bill_Payments,Completed,2024,2,9,22,Friday
1948.75,Card_Payments,Pending,2024,2,26,3,Monday
6061.48,Pre_Funding,Completed,2024,1,24,19,Wednesday
2557.49,Transfers,Completed,2024,2,5,7,Monday
8470.48,Withdrawals,Completed,2024,3,1,19,Friday
6614.31,Card_Payments,Completed,2024,1,18,21,Thursday
1374.24,Withdrawals,Completed,2024,1,9,2,Tuesday
8204.08,Bill_Payments,Completed,2024,1,6,19,Saturday
2741.43,Card_Payments,Completed,2024,1,23,23,Tuesday
4397.04,Card_Payments,Completed,2024,1,5,4,Friday
6692.73,Bill_Payments,Completed,2024,1,21,17,Sunday
260.23,Card_Payments,Completed,2024,1,5,22,Friday
5577.23,Transfers,Completed,2024,1,30,9,Tuesday
6093.38,Card_Payments,Completed,2024,1,17,7,Wednesday
3947.92,Bill_Payments,Completed,2024,2,29,17,Thursday
3663.38,Bill_Payments,Cancelled,2024,2,3,11,Saturday
9617.32,Withdrawals,Completed,2024,1,23,11,Tuesday
3505.87,Withdrawals,Completed,2024,2,7,21,Wednesday
2889.74,Card_Payments,Completed,2024,2,24,16,Saturday
4556.35,Card_Payments,Pending,2024,2,18,12,Sunday
8292.04,Transfers,Completed,2024,1,16,4,Tuesday
1890.26,Withdrawals,Pending,2024,1,27,20,Saturday
150.58,Bill_Payments,Completed,2024,1,19,13,Friday
5702.35,Pre_Funding,Completed,2024,1,6,6,Saturday
6405.98,Pre_Funding,Completed,2024,1,27,19,Saturday
6534.77,Withdrawals,Completed,2024,1,18,11,Thursday
187.89,Bill_Payments,Completed,2024,1,10,1,Wednesday
6215.0,Transfers,Completed,2024,1,30,7,Tuesday
1080.24,Bill_Payments,Pending,2024,2,29,14,Thursday
4120.58,Transfers,Pending,2024,2,16,17,Friday
3951.76,Withdrawals,Completed,2024,2,12,9,Monday
2607.62,Withdrawals,Completed,2024,1,30,16,Tuesday
7567.76,Bill_Payments,Cancelled,2024,2,17,23,Saturday
8032.81,Card_Payments,Pending,2024,1,3,21,Wednesday
4469.53,Transfers,Cancelled,2024,2,14,0,Wednesday
3577.9,Withdrawals,Completed,2024,1,15,0,Monday
4509.3,Card_Payments,Completed,2024,1,21,5,Sunday
3841.73,Bill_Payments,Pending,2024,2,12,2,Monday
8522.71,Card_Payments,Completed,2024,2,1,22,Thursday
6682.29,Bill_Payments,Completed,2024,2,23,2,Friday
1675.29,Card_Payments,Completed,2024,2,3,15,Saturday
3897.92,Card_Payments,Completed,2024,2,16,4,Friday
8061.48,Pre_Funding,Refunded,2024,1,2,7,Tuesday
4649.53,Bill_Payments,Completed,2024,2,23,4,Friday
1921.54,Transfers,Completed,2024,2,26,18,Monday
7463.35,Transfers,Completed,2024,1,30,15,Tuesday
1442.99,Transfers,Pending,2024,1,6,20,Saturday
7825.85,Card_Payments,Completed,2024,2,26,8,Monday
1501.95,Pre_Funding,Completed,2024,1,1,5,Monday
3779.79,Withdrawals,Completed,2024,2,12,17,Monday
4268.24,Bill_Payments,Completed,2024,1,6,2,Saturday
6783.61,Transfers,Pending,2024,2,25,17,Sunday
8968.67,Withdrawals,Completed,2024,1,19,13,Friday
2786.84,Card_Payments,Completed,2024,2,20,23,Tuesday
122.99,Bill_Payments,Completed,2024,1,24,2,Wednesday
5490.3,Bill_Payments,Completed,2024,2,27,6,Tuesday
9326.68,Card_Payments,Completed,2024,2,4,16,Sunday
9174.24,Card_Payments,Completed,2024,1,28,18,Sunday
7963.66,Card_Payments,Completed,2024,1,3,23,Wednesday
2081.11,Card_Payments,Pending,2024,2,23,5,Friday
1369.63,Bill_Payments,Completed,2024,1,24,19,Wednesday
6615.26,Pre_Funding,Completed,2024,1,24,13,Wednesday
9531.34,Card_Payments,Completed,2024,2,23,10,Friday
4221.14,Bill_Payments,Completed,2024,1,11,12,Thursday
5220.65,Withdrawals,Completed,2024,1,7,11,Sunday
8590.51,Transfers,Completed,2024,1,7,9,Sunday
194.56,Pre_Funding,Completed,2024,2,17,2,Saturday
2595.37,Withdrawals,Completed,2024,1,21,13,Sunday
6931.06,Withdrawals,Completed,2024,2,19,4,Monday
1209.73,Bill_Payments,Completed,2024,1,19,21,Friday
1378.79,Pre_Funding,Pending,2024,1,4,19,Thursday
4607.41,Card_Payments,Completed,2024,1,7,8,Sunday
6675.09,Transfers,Completed,2024,2,9,23,Friday
3530.99,Card_Payments,Completed,2024,2,8,18,Thursday
904.76,Bill_Payments,Completed,2024,1,19,22,Friday
821.14,Card_Payments,Cancelled,2024,1,20,16,Saturday
8432.81,Transfers,Cancelled,2024,1,24,21,Wednesday
1245.05,Transfers,Chargeback,2024,2,16,15,Friday
6233.38,Card_Payments,Completed,2024,1,20,12,Saturday
7171.62,Card_Payments,Completed,2024,1,7,12,Sunday
8985.43,Transfers,Completed,2024,2,10,15,Saturday
7637.3,Bill_Payments,Completed,2024,1,13,5,Saturday
7758.35,Bill_Payments,Completed,2024,1,5,12,Friday
4929.57,Transfers,Pending,2024,1,2,12,Tuesday
7270.5,Withdrawals,Completed,2024,2,25,21,Sunday
4918.13,Card_Payments,Completed,2024,1,7,8,Sunday
1851.22,Withdrawals,Completed,2024,3,1,20,Friday
3570.27,Transfers,Completed,2024,1,3,5,Wednesday
6166.72,Pre_Funding,Completed,2024,1,2,13,Tuesday
3437.38,Withdrawals,Completed,2024,2,25,3,Sunday
5476.39,Pre_Funding,Refunded,2024,2,29,9,Thursday
9666.7,Bill_Payments,Completed,2024,1,8,0,Monday
6172.7,Withdrawals,Completed,2024,2,24,21,Saturday
1232.72,Bill_Payments,Completed,2024,2,2,13,Friday
3725.34,Bill_Payments,Completed,2024,2,25,1,Sunday
5372.28,Transfers,Completed,2024,1,9,20,Tuesday
6943.74,Bill_Payments,Completed,2024,2,23,19,Friday
1617.29,Transfers,Completed,2024,2,17,10,Saturday
6562.19,Transfers,Completed,2024,1,13,15,Saturday
5970.92,Bill_Payments,Completed,2024,1,3,4,Wednesday
3575.81,Transfers,Completed,2024,1,15,19,Monday
9304.73,Withdrawals,Completed,2024,2,15,6,Thursday
6581.49,Pre_Funding,Completed,2024,2,19,16,Monday
1022.36,Pre_Funding,Pending,2024,1,13,11,Saturday
6034.83,Transfers,Completed,2024,2,4,20,Sunday
2896.8,Transfers,Completed,2024,1,11,2,Thursday
7504.6,Bill_Payments,Pending,2024,2,10,19,Saturday
2915.59,Transfers,Pending,2024,1,21,8,Sunday
4198.29,Transfers,Completed,2024,2,6,16,Tuesday
6809.03,Withdrawals,Completed,2024,1,27,10,Saturday
6092.55,Transfers,Completed,2024,1,18,11,Thursday
6804.06,Card_Payments,Completed,2024,1,10,17,Wednesday
6407.62,Withdrawals,Pending,2024,2,13,17,Tuesday
1194.94,Bill_Payments,Completed,2024,2,12,10,Monday
806.05,Bill_Payments,Completed,2024,1,22,10,Monday
6606.99,Card_Payments,Completed,2024,2,17,9,Saturday
813.1,Card_Payments,Completed,2024,1,21,8,Sunday
40.29,Pre_Funding,Completed,2024,2,5,2,Monday
6269.03,Card_Payments,Completed,2024,2,8,19,Thursday
8983.4,Bill_Payments,Completed,2024,1,23,4,Tuesday
923.61,Bill_Payments,Completed,2024,1,20,0,Saturday
7538.31,Withdrawals,Completed,2024,1,17,6,Wednesday
1052.52,Transfers,Chargeback,2024,1,8,16,Monday
2882.65,Bill_Payments,Completed,2024,2,16,4,Friday
6372.92,Transfers,Refunded,2024,1,11,9,Thursday
8766.8,Withdrawals,Completed,2024,2,15,4,Thursday
8272.18,Transfers,Cancelled,2024,2,22,14,Thursday
8465.14,Pre_Funding,Completed,2024,2,25,3,Sunday
8524.14,Bill_Payments,Completed,2024,2,3,15,Saturday
7716.96,Withdrawals,Pending,2024,1,27,22,Saturday
208.86,Pre_Funding,Completed,2024,1,9,14,Tuesday
1469.05,Transfers,Pending,2024,2,25,17,Sunday
30.77,Pre_Funding,Completed,2024,2,12,22,Monday
8771.54,Pre_Funding,Completed,2024,1,3,12,Wednesday
4645.84,Pre_Funding,Completed,2024,2,26,8,Monday
8669.45,Withdrawals,Completed,2024,1,14,12,Sunday
9592.13,Withdrawals,Completed,2024,1,11,17,Thursday
9182.61,Withdrawals,Completed,2024,1,10,8,Wednesday
5686.51,Transfers,Completed,2024,1,30,18,Tuesday
6019.38,Pre_Funding,Completed,2024,2,24,13,Saturday
9543.23,Pre_Funding,Completed,2024,2,4,19,Sunday
1827.01,Withdrawals,Completed,2024,3,1,4,Friday
4984.73,Bill_Payments,Completed,2024,1,17,6,Wednesday
1884.71,Withdrawals,Chargeback,2024,2,20,2,Tuesday
646.98,Transfers,Completed,2024,1,17,6,Wednesday
4577.24,Card_Payments,Refunded,2024,2,29,16,Thursday
7565.64,Bill_Payments,Completed,2024,1,19,13,Friday
8748.27,Pre_Funding,Completed,2024,2,10,15,Saturday
9682.71,Transfers,Completed,2024,1,12,23,Friday
960.97,Card_Payments,Completed,2024,1,4,10,Thursday
7167.48,Transfers,Completed,2024,2,8,12,Thursday
6245.99,Withdrawals,Completed,2024,1,16,6,Tuesday
289.05,Pre_Funding,Completed,2024,1,21,0,Sunday
8007.78,Pre_Funding,Completed,2024,2,9,22,Friday
7340.04,Pre_Funding,Pending,2024,1,11,12,Thursday
2451.12,Withdrawals,Completed,2024,2,14,15,Wednesday
9280.72,Pre_Funding,Pending,2024,2,28,5,Wednesday
3184.78,Transfers,Completed,2024,1,2,9,Tuesday
5261.47,Pre_Funding,Chargeback,2024,2,16,4,Friday
8172.16,Pre_Funding,Refunded,2024,2,12,15,Monday
760.2,Card_Payments,Cancelled,2024,2,12,14,Monday
3075.07,Withdrawals,Completed,2024,1,29,1,Monday
8386.07,Pre_Funding,Refunded,2024,1,3,21,Wednesday
9138.39,Pre_Funding,Completed,2024,1,29,4,Monday
5933.73,Bill_Payments,Completed,2024,2,6,9,Tuesday
4785.07,Withdrawals,Completed,2024,2,8,5,Thursday
3625.38,Pre_Funding,Completed,2024,1,18,19,Thursday
9084.78,Withdrawals,Completed,2024,1,10,1,Wednesday
1299.33,Withdrawals,Completed,2024,1,14,18,Sunday
7569.26,Card_Payments,Completed,2024,2,20,10,Tuesday
1208.45,Bill_Payments,Completed,2024,2,8,0,Thursday
6145.78,Bill_Payments,Completed,2024,1,17,14,Wednesday
6517.78,Bill_Payments,Completed,2024,2,25,3,Sunday
367.15,Transfers,Completed,2024,2,15,13,Thursday
4328.23,Withdrawals,Pending,2024,1,19,18,Friday
5376.39,Transfers,Completed,2024,2,2,14,Friday
3373.46,Pre_Funding,Completed,2024,2,3,16,Saturday
5810.06,Transfers,Completed,2024,2,20,0,Tuesday
7182.37,Transfers,Completed,2024,1,28,22,Sunday
8457.15,Withdrawals,Completed,2024,1,29,18,Monday
9083.86,Card_Payments,Completed,2024,1,27,15,Saturday
2638.78,Transfers,Completed,2024,2,13,8,Tuesday
164.13,Withdrawals,Completed,2024,1,30,15,Tuesday
8786.12,Card_Payments,Refunded,2024,1,10,15,Wednesday
6389.9,Bill_Payments,Completed,2024,1,4,13,Thursday
2933.57,Pre_Funding,Completed,2024,2,7,11,Wednesday
9954.06,Transfers,Completed,2024,2,28,13,Wednesday
1551.78,Bill_Payments,Completed,2024,2,21,9,Wednesday
5043.59,Withdrawals,Completed,2024,3,1,8,Friday
6909.17,Card_Payments,Completed,2024,1,12,23,Friday
5575.73,Withdrawals,Completed,2024,1,2,22,Tuesday
9380.08,Bill_Payments,Completed,2024,2,4,10,Sunday
8150.49,Bill_Payments,Pending,2024,1,22,21,Monday
1845.17,Transfers,Completed,2024,2,3,16,Saturday
1779.67,Withdrawals,Cancelled,2024,1,15,22,Monday
5113.62,Card_Payments,Completed,2024,1,31,8,Wednesday
7368.59,Transfers,Pending,2024,1,20,9,Saturday
8276.11,Bill_Payments,Completed,2024,1,7,20,Sunday
2666.82,Card_Payments,Pending,2024,1,2,13,Tuesday
5907.3,Bill_Payments,Completed,2024,2,14,22,Wednesday
9044.29,Withdrawals,Completed,2024,1,4,9,Thursday
9162.15,Bill_Payments,Completed,2024,2,13,13,Tuesday
6293.29,Transfers,Refunded,2024,2,10,7,Saturday
8918.85,Transfers,Completed,2024,1,22,16,Monday
294.42,Bill_Payments,Completed,2024,2,7,3,Wednesday
2123.19,Pre_Funding,Completed,2024,2,22,14,Thursday
6876.84,Pre_Funding,Completed,2024,2,19,20,Monday
6089.11,Withdrawals,Completed,2024,1,23,8,Tuesday
458.9,Withdrawals,Pending,2024,1,21,1,Sunday
5646.83,Bill_Payments,Completed,2024,2,26,20,Monday
4949.1,Bill_Payments,Completed,2024,1,10,22,Wednesday
157.14,Bill_Payments,Completed,2024,2,15,7,Thursday
1759.63,Card_Payments,Completed,2024,1,14,4,Sunday
1953.29,Card_Payments,Pending,2024,1,13,15,Saturday
8445.34,Pre_Funding,Completed,2024,2,13,15,Tuesday
6513.89,Transfers,Completed,2024,2,6,6,Tuesday
4923.25,Transfers,Completed,2024,1,26,2,Friday
1351.45,Transfers,Completed,2024,2,25,3,Sunday
3419.18,Transfers,Completed,2024,1,20,17,Saturday
4760.77,Card_Payments,Cancelled,2024,1,8,15,Monday
7903.82,Withdrawals,Completed,2024,1,4,5,Thursday
1637.43,Bill_Payments,Pending,2024,1,17,19,Wednesday
5075.34,Card_Payments,Completed,2024,1,29,6,Monday
8157.19,Bill_Payments,Completed,2024,1,21,9,Sunday
6060.54,Pre_Funding,Completed,2024,2,19,11,Monday
7072.02,Bill_Payments,Pending,2024,2,5,4,Monday
6254.93,Transfers,Completed,2024,2,12,21,Monday
938.68,Pre_Funding,Completed,2024,2,11,20,Sunday
3503.72,Pre_Funding,Chargeback,2024,1,13,7,Saturday
3983.66,Card_Payments,Completed,2024,1,30,23,Tuesday
1185.61,Bill_Payments,Pending,2024,1,24,16,Wednesday
7018.46,Card_Payments,Completed,2024,1,5,12,Friday
3742.53,Card_Payments,Completed,2024,1,3,2,Wednesday
7255.71,Transfers,Refunded,2024,1,9,6,Tuesday
4684.42,Bill_Payments,Completed,2024,2,29,9,Thursday
2135.23,Withdrawals,Completed,2024,2,19,12,Monday
2420.87,Bill_Payments,Completed,2024,1,22,18,Monday
9270.56,Bill_Payments,Completed,2024,1,31,16,Wednesday
2332.41,Card_Payments,Cancelled,2024,2,1,11,Thursday
2379.68,Withdrawals,Completed,2024,1,2,10,Tuesday
4696.78,Bill_Payments,Completed,2024,1,11,20,Thursday
6652.32,Pre_Funding,Completed,2024,1,15,16,Monday
1750.9,Withdrawals,Pending,2024,1,14,22,Sunday
6199.9,Transfers,Completed,2024,2,14,17,Wednesday
3112.29,Transfers,Pending,2024,2,27,23,Tuesday
